"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people.","Individuals.using.the.Internet....of.population.","Access.to.electricity....of.population.","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed.broadband.subscriptions..per.100.people.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications..computer..etc.....of.service.imports..BoP.","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini.index","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population."
"Belgium",2015,6.86,-4.22,4.62e+11,4.69e+11,98.58,12800000,113.56,85.05,100,100,5.95,4.3,26844377439,46.13,97.88,0.62,12,100,4120000,36.55,62.82,57.79,3.81e+11,56.54,5,4.69e+11,30,1.78,23.36,27.7,0.1,0.1,29.62,75.02,76.42,1.08,84.36,1.5856e+10,22982,2038.46,,1.63,84.28,85.83
"Belgium",2016,6.49,12.09,4.76e+11,4.81e+11,98.81,12600000,110.9,86.52,100,100,6.01,4.15,-22983198268,46.03,97.92,0.55,12,100,4270000,37.68,63.53,56.12,3.91e+11,55.14,5,4.76e+11,28.46,1.13,22.73,27.6,0.1,0.1,29.08,75.05,77.24,1.07,84.79,1.6522e+10,34530,3047.28,,1.68,85.44,87.6
"Belgium",2017,6.08,-7.42,5.03e+11,5.07e+11,98.96,11400000,99.76,87.68,100,100,6.43,3.97,31988685367,46.29,97.96,0.43,12,100,4380000,38.49,62.26,55.53,4.13e+11,54.64,5.6,4.81e+11,28.08,0.87,22.68,27.4,0.1,0.1,30.45,75.72,80.77,1.07,86.5,1.7835e+10,94420,8300.54,,0.89,86.84,88.52
"Belgium",2018,5.72,-7.66,5.43e+11,5.48e+11,100.34,11400000,99.99,88.65,100,100,5.72,3.79,5599920052,46.7,98,0.5,12,100,4500000,39.4,62.16,55.33,4.46e+11,54.4,5.4,4.87e+11,29.63,0.56,24.96,27.2,0.1,0.1,28.39,74.82,79.12,1.07,87.63,2.0789e+10,159673,13973.24,,0.9,87.26,90.04
"Belgium",2019,5.3,-3.99,5.36e+11,5.41e+11,99.37,11500000,99.99,90.28,100,100,6.32,3.63,-4229947094,46.78,98.04,0.58,12,100,4590000,39.95,62.4,57.19,4.4e+11,56.22,5.3,5.01e+11,30.98,2.41,26.57,27.2,0.1,0.1,29.17,75.14,79.3,1.08,88.43,2.0998e+10,225822,19655.53,,0.88,89.21,91.35
"Bolivia",2008,77.61,3.07,16674276286,16137900474,93.05,5040000,50.99,12.5,84.7,99.2,21.5,6.17,-509335605.2,43.03,65.54,2.42,8,57,79300,0.81,45.36,18.15,13610291320,19.88,106.2,22651045728,51.08,9.39,48.17,50.8,8.3,3.8,63.63,82.31,,0.99,49.63,3.81e+08,,,,0.24,,
"Bolivia",2009,76.25,2.44,17339992194,16666184074,97.18,6460000,64.31,16.8,86.8,98.9,14.87,5.13,-420040000,43.27,65.98,2.4,14,63.3,96100,0.96,41.19,18.85,14560937016,20.64,93.7,23278437721,50.8,0.44,48.1,49.2,8.8,3.8,63.99,88.18,,0.99,51.34,3.88e+08,,,,3.81,25.97,33.18
"Bolivia",2010,76.31,3.17,19649723722,18760785456,93.14,7180000,70.23,22.4,88,98.8,17.11,5.43,-650803350.5,43.08,66.43,2.37,14,66.4,95900,0.94,35.37,17.52,16115928224,19.23,95.2,24020948168,,4.63,,,,,,,,0.99,,4.21e+08,58,5.67,97.47,4.46,,
"Bolivia",2011,75.02,3.58,23963164697,22977403394,94.3,8350000,80.35,30,88.3,99.1,18.78,5.74,-858666303.7,42.89,66.87,2.34,14,66.6,73500,0.71,27.92,24.1,19102796513,25.28,85.4,25359406070,52.6,2.95,49.83,46.1,5.3,2.2,66.67,81.71,,1,53.99,4.1e+08,83,7.98,97.37,6,,
"Bolivia",2012,73.74,3.91,27084497482,25455219537,90.62,9490000,89.82,35.34,90.4,99.2,18.39,6.76,-1059965391,41.94,67.32,2.31,14,72.2,117000,1.11,22.67,25.05,20739116435,26.07,70,26054265542,44.87,0.64,43.34,46.6,6.5,3,59.25,85.55,,0.99,56.24,5.02e+08,109,10.31,98.22,3.27,,
"Bolivia",2013,72.66,5.71,30659338886,28751567786,93.05,10400000,97.04,36.99,89.5,99.5,16.85,5.58,-1749612614,42.37,67.7,2.2,14,68.5,154000,1.44,21.67,33.36,23523611179,34.21,67.6,27784483099,46.09,3.85,43.52,47.6,5.2,2.3,62,81.77,,0.99,58.65,6.6e+08,150,13.96,95.51,3.94,34.22,39.95
"Bolivia",2014,71.44,1.99,32996188017,31298228307,98.68,10500000,95.73,34.6,90,99.3,12.98,8.03,-689679406,42.83,68.05,2.12,14,70.3,173000,1.59,18.53,36.98,25885822545,37.94,60.8,29748030526,51.41,1.5,48.97,47.8,4.3,1.9,66,81.95,,0.98,54.71,9.53e+08,198,18.14,91.71,7.59,32.18,37.11
"Bolivia",2015,70.23,1.68,33000198249,31873100507,106.2,10200000,91.64,37.49,91.5,99.5,5.2,4.52,-556430243.1,40.7,68.39,2.08,14,74.3,181000,1.64,17.62,39.9,27893798724,40.82,51.1,31873100507,44.08,3.21,41.01,46.7,4.6,2.1,60.83,80.13,,0.98,56.41,8.49e+08,290,26.15,89.52,9.82,34.47,40.59
"Bolivia",2016,68.82,0.99,33941126194,33320230246,107.43,10100000,89.73,39.7,91.8,99.5,5.49,4.61,-246499489.9,42.29,68.74,2.05,14,74.9,288000,2.57,16.45,40.41,29272435209,41.31,49.7,33766058936,43.54,3.77,40.57,45.2,5.6,2.5,61.09,78.1,,0.98,57.42,9.6e+08,418,37.11,90.06,12.15,,
"Bolivia",2017,68.2,1.9,37508642171,36398995789,106.9,11000000,95.87,43.83,91.8,99.4,6.23,4.77,-632781025,43.12,69.08,2.02,14,74.8,380000,3.35,14.45,40.97,31357085229,41.77,46.6,34760931843,44.54,2.76,41.55,44.6,4.9,2.1,62.66,77.89,,0.98,57.62,9.97e+08,1226,107.21,91.36,14.27,,
"Bolivia",2018,66.46,0.75,40287647931,39311992851,105.13,11400000,98.61,44.29,92.8,99.5,5.46,4.93,-386834085.2,44.33,69.43,1.99,14,77.6,504000,4.38,11.66,40.48,33455764585,41.26,39.2,36420678313,49.61,2.8,46.19,42.6,3.3,1.3,67.71,79.5,,0.98,58.95,1.009e+09,1478,127.34,94.17,13.61,41.67,47.01
"Bolivia",2019,65.63,-0.53,40895322851,40059428640,106.46,11700000,99.25,47.47,95.1,99.5,2.93,4.27,264951155.8,43.03,69.77,1.96,14,84.9,747000,6.4,8.56,34.15,34324896354,34.95,37.3,37375849244,53.7,1.32,49.91,41.6,1.9,0.6,69.83,82.05,,0.99,62.53,1.111e+09,1987,168.71,90.83,13.66,44.43,50.66
"Brazil",2008,69.79,2.99,1.7e+12,1.65e+12,100.19,151000000,78.19,33.83,98.5,99.8,4.95,4.63,-24601090274,42.68,83.75,1.35,8,91.9,10000000,5.26,53.09,40.24,1.36e+12,43.55,,1.55e+12,64.28,2.71,52.92,54,6.5,2.5,65.61,83.96,,1.04,49.29,1.3269e+10,,,,,,
"Brazil",2009,67.88,1.89,1.67e+12,1.63e+12,100.4,169000000,87.08,39.22,98.9,99.9,-0.32,4.43,-36032805800,42.95,84.04,1.3,8,93.6,11700000,6.11,56.14,45.72,1.33e+12,49.02,,1.55e+12,63.78,-1.77,51.1,53.7,6.1,2.4,65.6,84.33,,1.04,50.12,1.2897e+10,,,,,37.95,40.59
"Brazil",2010,66.18,3.73,2.21e+12,2.14e+12,101.04,197000000,100.29,40.65,98.6,99.8,0.38,3.93,-55626921873,42.6,84.34,1.29,8,92.1,14100000,7.28,61.02,47.09,1.72e+12,49.44,,1.65e+12,,5.42,,,,,,,,,50.62,1.8883e+10,5529,28.16,,,40.25,41.09
"Brazil",2011,65.23,3.92,2.62e+12,2.55e+12,100.77,234000000,118.25,45.69,99.3,99.9,-0.13,3.48,-86360111205,42.24,84.63,1.28,8,96.2,17800000,9.13,61.08,46.02,2e+12,48.13,,1.72e+12,59.79,2.14,49.63,52.9,5.3,2.2,62.3,82.96,,1.02,53.49,2.4608e+10,8709,43.94,,,,
"Brazil",2012,63.68,3.75,2.47e+12,2.4e+12,101.36,248000000,124.18,48.56,99.5,99.9,-3.32,3.93,-90485123670,42.09,84.92,1.24,8,97.2,19100000,9.71,62.91,48.83,1.84e+12,50.69,,1.76e+12,57.07,-2.05,48.08,53.4,4.5,1.7,70.33,81.68,43.23,1.02,54.52,2.6008e+10,14059,70.3,,4.69,,
"Brazil",2013,62.94,3.04,2.47e+12,2.44e+12,102.3,271000000,134.39,51.04,99.6,99.9,-2.83,4.04,-59567525425,42.12,85.21,1.2,14,97.5,21400000,10.76,61.51,47.77,1.88e+12,49.65,5.9,1.83e+12,55.93,3.44,47.21,52.7,3.7,1.3,69.89,81.48,44.34,1.02,55.76,2.9286e+10,17456,86.54,,2.37,52.82,49.14
"Brazil",2014,63.12,3.57,2.46e+12,2.41e+12,102.66,281000000,137.98,54.55,99.7,99.9,-5.08,4.03,-67107129352,42.22,85.49,1.19,14,97.9,24000000,11.98,65.51,51.35,1.85e+12,52.44,5.5,1.83e+12,55.09,-1.65,46.6,52,3.3,1.1,69.38,82.88,47.16,1.02,56.25,2.9998e+10,22778,111.95,,4.24,54.18,54.95
"Brazil",2015,62.43,3.59,1.8e+12,1.77e+12,101.15,258000000,125.65,58.33,99.7,100,-8.04,4.27,-61604176365,42.56,85.77,1.17,14,98.2,25500000,12.64,64.88,57.58,1.34e+12,58.56,4.8,1.77e+12,54.94,-6.36,44.3,51.9,3.9,1.3,64.64,82.97,48.43,1.01,57.49,2.0356e+10,32503,158.41,,4.43,57.56,59.16
"Brazil",2016,57.88,4.14,1.8e+12,1.76e+12,99.6,244000000,117.99,60.87,99.7,99.9,-9.35,4.25,-59601145882,42.72,86.04,1.13,14,98.5,26900000,13.22,64.18,59.19,1.33e+12,60.53,5.2,1.71e+12,55.16,-4.48,40.58,53.4,4.7,1.7,50.28,83.2,48.33,1.01,60.09,1.7068e+10,84536,408.66,,3.4,61.12,60.6
"Brazil",2017,55.57,3.34,2.06e+12,2.02e+12,99.28,221000000,106.12,67.47,99.8,99.9,-7.66,4.47,-47544978340,43.23,86.31,1.1,14,99.2,28900000,14.12,63.81,52.82,1.56e+12,54.1,4.8,1.73e+12,56.03,3.12,40.09,53.3,5.3,2,50.22,83.18,50.03,1.01,60.64,2.2991e+10,328718,1576.55,,3.82,67.34,67.62
"Brazil",2018,53.44,4.08,1.92e+12,1.86e+12,99.61,209000000,99.64,70.43,99.7,99.9,-7.79,4.71,-76159270431,43.44,86.57,1.09,14,98.4,31200000,15.15,64.79,51.65,1.44e+12,53.13,4.7,1.75e+12,56.14,0.13,40.52,53.9,5.3,2,49.7,82.9,51.19,1.01,61.81,2.2229e+10,426560,2029.63,,2.89,70.02,70.89
"Brazil",2019,50.02,3.69,1.87e+12,1.82e+12,100.64,202000000,95.39,73.91,99.8,100,-8.06,4.61,-46354807251,43.76,86.82,1.06,14,98.5,32900000,15.86,62.11,51.86,1.41e+12,53.21,4.2,1.77e+12,57.04,0.52,41.64,53.5,5.4,2.1,49.14,83.15,52.62,1.01,62.99,2.1178e+10,578468,2731.42,,3.25,73.47,74.39
"Bulgaria",2008,45.63,18.9,54480684188,51846141512,119.73,10400000,135.88,39.67,92.3,95.3,2.6,3.66,-9179244610,46.83,71.62,-0.22,9,84.7,844000,11.19,21.71,32.06,44743626136,32.2,3,46280792982,30.13,12,26.3,33.6,1.3,0.4,25.34,74.73,52.65,0.98,92.16,2.602e+09,,,103.58,4.44,38.79,40.59
"Bulgaria",2009,48.19,7.49,52023801230,50357535978,108.25,10500000,136.94,45,92.9,95.7,5.66,3.49,-3535417639,46.7,71.96,-0.17,9,85.6,998000,13.33,21.85,34.63,42878523716,34.72,2.6,45392599068,29.54,-0.04,24.77,33.8,1.3,0.3,25.31,74.97,55.01,0.98,92.58,1.955e+09,,,100.61,4.91,43.11,46.98
"Bulgaria",2010,43.96,3.63,50760929303,49698376601,103.18,10200000,134.35,46.23,93.5,96.2,6.06,3.68,-1253650000,46.62,72.3,-0.19,9,86.6,1120000,15.12,27.2,43.68,41565271359,43.69,2.5,46611054521,31.16,1.91,24.33,35.7,2,0.7,25.06,74.52,58.35,0.97,93.22,9.75e+08,461,62.33,99.79,4.71,45.38,47.11
"Bulgaria",2011,42.7,3.64,57737040780,55929518184,99.84,10500000,138.87,47.98,94.1,96.6,8.35,3.63,-1611440000,46.81,72.64,-0.18,11,87.5,1260000,17.03,25.74,39.31,47089280810,39.31,2.3,47059369210,29.45,4.53,22.08,34.3,2.5,1,24.5,73.07,59.82,0.97,93.74,1.063e+09,745,101.38,99.97,6.3,46.98,49.01
"Bulgaria",2012,43.33,3.29,54288135059,53568146883,103.28,10800000,143.97,51.9,94.7,97.1,8.45,3.56,-1378130000,46.91,72.98,-0.12,11,88.4,1330000,18.2,30.62,40.56,45615948091,40.57,1.9,48305361387,30.43,2.89,21.88,36,2.3,0.8,24.32,73.39,62.16,0.97,94.3,1.096e+09,1839,251.71,99.53,7.88,50.81,53.02
"Bulgaria",2013,42.78,3.56,55852123990,54615902085,100.56,10500000,141.12,53.06,95.3,97.5,10.42,3.92,-1637500000,46.88,73.31,-0.1,11,89.4,1420000,19.57,26.76,36.72,46656644414,36.72,1.8,47620528199,29.64,-0.89,21.24,36.6,1.8,0.7,25.01,73.28,68.2,0.97,94.33,1.342e+09,2343,322.5,100.8,2.68,51.78,54.38
"Bulgaria",2014,42,1.91,57157782910,56667245619,101.08,9490000,128.69,55.49,95.9,97.8,8.7,3.81,-211260000,46.72,73.65,-0.11,11,90.7,1480000,20.5,28.18,36.6,47989312804,36.6,1.5,48724419360,27.21,2.82,20.74,37.4,1.7,0.5,26.21,73.92,72.98,0.97,94.25,1.459e+09,4589,635.25,98.98,1.95,54.18,56.84
"Bulgaria",2015,39.2,4.37,50811995689,49246152144,99.12,9190000,125.79,56.66,96.6,98.1,8.04,3.57,-2098190000,46.72,73.99,-0.18,11,92.3,1610000,22.49,31.49,36.07,41775029209,36.07,1.4,49246152144,25.96,2.83,20.34,38.6,3.4,1.4,26.55,73.38,78.3,0.98,94.82,1.346e+09,4880,679.86,99.58,1.51,55.88,57.45
"Bulgaria",2016,37.92,2.76,53964253212,52309213877,95.09,8970000,123.85,59.83,97.3,98.4,9.84,3.56,-661410000,46.48,74.33,-0.24,11,94.2,1700000,23.82,29.42,31.91,44463745215,31.91,1.3,50713213766,23.89,6,19.77,40.6,2,0.7,25.16,74.63,80.64,0.98,95.14,1.636e+09,28821,4043.45,98.14,1.83,59.13,60.54
"Bulgaria",2017,38.4,3.38,59309748166,58007241957,95.71,8530000,118.8,63.41,98.1,98.8,11.25,3.64,-1511540000,46.52,74.67,-0.27,11,96,1800000,25.39,27.76,25.02,49326111760,25.03,1.2,52580862037,26.3,4.67,22.9,40.4,1.4,0.5,27.18,74.3,81.22,0.98,95.39,2.047e+09,228612,32308.33,98.94,3.23,62.07,64.79
"Bulgaria",2018,39.21,2.73,66370132238,64219204758,97.48,8390000,117.84,64.78,98.7,99.1,9.61,3.72,-885510000,46.25,75.01,-0.27,11,97.4,1900000,27.1,30.39,27.05,54463867713,27.07,1.1,53394917603,23.69,2.82,20.69,41.3,0.9,0.3,27.23,74.08,83.13,0.98,95.4,2.247e+09,268524,38223.86,97.04,2.48,63.41,66.19
"Bulgaria",2019,39.25,3.22,68881010246,66934503463,96.8,8130000,115.34,67.95,99.2,99.4,10.3,3.55,-1392120000,46.18,75.35,-0.25,11,98.4,2010000,28.88,35.33,30.13,56961503393,30.18,1,55769818158,23.91,7.16,21.79,40.3,0.9,0.3,29.84,76.49,84.75,0.99,95.56,2.196e+09,280691,40238.05,97.13,2.88,66.7,69.23
"Canada",2008,14.61,4.52,1.55e+12,1.53e+12,98.25,22100000,66.51,76.7,100,100,8.89,5.12,18568974469,47.03,80.58,1.31,10,100,9840000,29.42,53.63,36.35,1.26e+12,37.05,0.4,1.43e+12,68.27,0.22,60.5,33.9,0.2,0.1,51.97,77.66,64.3,0.99,,3.3843e+10,,,,,,
"Canada",2009,14.64,1.52,1.37e+12,1.35e+12,101.5,23800000,70.88,80.3,100,100,1.47,5.11,16787996096,47.26,80.76,1.37,10,100,10300000,30.42,55.91,39.46,1.11e+12,40.16,0.4,1.34e+12,66.43,-7.23,56.42,34,0.2,0.1,49.48,77.81,63.61,0.99,,3.0225e+10,,,,,79.7,81
"Canada",2010,13.96,1.84,1.62e+12,1.59e+12,101.96,25800000,76.04,80.3,100,100,3.22,5.02,6626667134,47.37,80.94,1.33,10,100,10800000,31.63,52.76,36.55,1.32e+12,37.32,0.4,1.4e+12,65.58,4.38,56.02,33.6,0.2,0.1,48.4,77.26,61.88,0.99,92.83,3.7225e+10,43618,1282.66,,,79.17,81.47
"Canada",2011,13.02,2.14,1.79e+12,1.76e+12,101.2,26800000,78.2,83,100,100,5.17,4.86,11756393310,47.31,81.1,1.17,10,100,11300000,32.65,52.36,36.49,1.46e+12,37.27,0.4,1.46e+12,65.61,3.53,56.47,32.7,0.2,0.1,48.03,76.83,63.15,0.99,93.15,4.1247e+10,56383,1641.94,,,,
"Canada",2012,12.56,2.7,1.83e+12,1.8e+12,101.95,27700000,79.9,83,100,100,4.91,4.71,12879466786,47.4,81.14,1.13,10,100,11700000,33.47,51.89,37.37,1.49e+12,38.09,0.4,1.48e+12,65.04,0.32,55.9,33.5,0.2,0.1,47.17,76.69,63.62,1,93.53,,74500,2146.15,,0.05,,
"Canada",2013,11.67,3.63,1.85e+12,1.82e+12,101.57,28400000,80.88,85.8,100,100,5.44,4.73,-12563236013,47.43,81.18,1.1,10,100,12100000,34.27,51.73,37.58,1.51e+12,38.18,0.4,1.52e+12,65.31,1.6,56.66,33.8,0.5,0.1,46.85,76.5,65.77,1.01,93.7,,82897,2363.02,,0.01,,
"Canada",2014,10.86,3.55,1.81e+12,1.78e+12,100.93,28800000,81.31,87.12,100,100,6.04,4.63,805191688.4,47.27,81.22,1.05,10,100,12600000,35.27,50.73,37.44,1.47e+12,37.99,0.4,1.56e+12,65.37,1.17,56.74,33.2,0.2,0.1,45.98,75.99,67.23,1.01,93.92,,95604,2698.08,,0.02,,
"Canada",2015,9.69,3.85,1.56e+12,1.53e+12,102.51,29800000,83.3,90,100,100,2.41,4.75,23927632715,47.11,81.26,0.81,10,100,13100000,36.47,49.88,37.15,1.26e+12,37.74,0.4,1.53e+12,65.48,-3.07,57.12,33.7,0.2,0.1,45.43,75.93,67.4,1.01,94.25,,120922,3386.74,,0.32,,
"Canada",2016,8.61,2.24,1.53e+12,1.51e+12,102.29,30800000,85.15,91.16,100,100,1.74,4.6,33404095513,47.23,81.3,1.18,10,100,13400000,36.82,48.58,37.24,1.24e+12,37.82,0.4,1.55e+12,64.78,-0.5,56.61,32.7,0.2,0.1,44.82,75.47,69.51,1.01,94.47,,369091,10221.07,,,,
"Canada",2017,8.05,1.54,1.65e+12,1.63e+12,102.23,31700000,86.7,92.7,100,100,3.29,4.6,52829985895,47.34,81.35,1.26,10,100,13900000,37.83,48.45,37.6,1.35e+12,38.15,0.4,1.61e+12,65.27,3.87,57.94,33.3,0.2,0.1,44.95,75.19,70.63,1.01,94.8,,970834,26565.39,,,,
"Canada",2018,7.09,2.47,1.73e+12,1.7e+12,101.95,33200000,89.67,94.64,100,100,3.18,4.63,20156533320,47.43,81.41,1.51,10,100,14400000,38.73,50.46,39.9,1.4e+12,40.49,0.3,1.65e+12,64.84,0.87,57.89,32.5,0.2,0.1,44.39,74.88,69.58,1,95.16,,1147057,30940.81,,,,
"Canada",2019,6.89,2.81,1.74e+12,1.72e+12,101.46,34400000,91.59,91.91,100,100,3.46,4.39,26965431145,47.3,81.48,1.55,10,100,15100000,40.08,52.41,42.04,1.42e+12,42.57,0.3,1.69e+12,65.77,0.41,58.7,31.7,0.2,0.1,44.55,74.93,72.82,1,95.11,,1349486,35872.94,,,,
"China",2008,15.14,3.73,4.59e+12,4.62e+12,92.04,641000000,48.21,22.6,98.8,100,34.61,4.23,-1.15e+11,44.57,46.54,3.43,9,97.8,82900000,6.21,50.22,36.85,3.58e+12,37.22,,6.28e+12,,5.49,,43,17.3,4.8,,,21.85,1,,,,,105.02,,,
"China",2009,16,2.57,5.1e+12,5.09e+12,95.44,747000000,55.8,28.9,99.1,100,32.26,4.24,-87167067370,44.45,47.88,3.34,9,98.3,104000000,7.74,54.28,35.33,4.05e+12,35.67,,6.82e+12,,11.88,,,,,,,23.27,1,,,,,105.66,,,
"China",2010,15.91,4,6.09e+12,6.06e+12,95.47,859000000,63.72,34.3,99.7,100,32.41,4.25,-1.86e+11,44.34,49.23,3.26,9,99.4,126000000,9.35,53.16,29.64,4.66e+12,30.05,,7.52e+12,57.38,7.72,,43.7,13.4,3.4,,,25.29,0.99,65.32,,1604,1.2,104.9,,,
"China",2011,15.49,3.71,7.55e+12,7.48e+12,96.82,986000000,72.67,38.3,99.9,100,28.9,4.25,-2.32e+11,44.4,50.51,3.12,9,99.8,156000000,11.5,56.11,29.69,5.56e+12,29.99,,8.2e+12,,3.96,,42.4,10,2.3,,,26.81,0.99,,,2631,1.96,,,,
"China",2012,16.26,2.83,8.53e+12,8.51e+12,97.37,1110000000,81.38,42.3,99.9,100,27.14,4.25,-1.76e+11,44.46,51.77,3.13,9,99.9,175000000,12.79,53.06,24.94,6.46e+12,25.22,,8.91e+12,,9.45,,42.2,8.3,1.8,,,29.33,1,,,5100,3.77,,,,
"China",2013,16.01,3.04,9.57e+12,9.49e+12,98.12,1230000000,89.32,45.8,100,100,24.86,4.24,-2.18e+11,44.53,53.01,3.05,9,100,189000000,13.7,53.11,24.51,7.14e+12,24.78,1.9,9.54e+12,,5.05,,39.7,2.7,0.3,,,32.76,1.01,,,6999,5.13,,,,
"China",2014,16.39,2.56,1.05e+13,1.05e+13,98.35,1290000000,92.85,47.9,100,100,24.22,4.22,-1.45e+11,44.61,54.26,2.95,9,100,200000000,14.44,58.09,18.56,7.89e+12,18.94,0.9,1.03e+13,,7.66,,39.2,1.7,0.2,,,43.88,1.01,,,13314,9.71,,,,
"China",2015,15.33,2.19,1.11e+13,1.1e+13,97.23,1290000000,92.7,50.3,100,100,21.71,4.19,-68098649765,44.69,55.5,2.84,9,100,277000000,19.84,57.99,19.98,8.3e+12,20.45,1.7,1.1e+13,,6.61,,38.6,0.6,0,,,47.44,1.01,,,26989,19.56,,,,
"China",2016,15.28,1.56,1.12e+13,1.12e+13,97.67,1360000000,97.36,53.2,100,100,20.67,4.16,41674876170,44.78,56.74,2.78,9,100,323000000,22.98,58.74,21.15,8.44e+12,21.72,1.6,1.18e+13,,6.76,,38.5,0.1,0,,,49.71,1.01,,,66054,47.6,,,,
"China",2017,14.9,1.35,1.23e+13,1.23e+13,97.88,1470000000,104.23,54.3,100,100,21.31,4.13,-27790987920,44.88,57.96,2.74,9,100,394000000,27.91,60.57,22.26,9.3e+12,22.83,1.5,1.26e+13,,6.37,,39.1,0,0,,,51.58,1.01,,,289923,207.65,,,,
"China",2018,13.33,1.69,1.39e+13,1.38e+13,98.85,1650000000,116.39,59.2,100,100,19.86,4.09,-92338473352,44.99,59.15,2.5,9,100,407000000,28.71,60.76,23.24,1.03e+13,23.89,1.2,1.34e+13,,3.62,,38.5,0,0,,,54.01,1.01,,,622142,443.51,,,,
"China",2019,12.94,1.31,1.43e+13,1.42e+13,99.27,1750000000,122.81,64.08,100,100,18.47,4.06,-50259822365,45.09,60.31,2.29,9,100,449000000,31.56,62.63,25.63,1.05e+13,26.17,1.1,1.43e+13,,3.86,,38.2,0,0,,,57.28,1.02,,,1027286,729.74,,,63.05,65.07
"Colombia",2008,81.03,4.36,2.43e+11,2.34e+11,102.95,41400000,94.41,25.6,96.8,99.7,8.89,4.83,-7479031428,40.11,77.2,1.67,10,87,1770000,4.05,31.8,30.69,1.92e+11,31.32,14.9,2.13e+11,48.33,2.9,37.31,55.3,11,4.3,59.12,75.43,37.94,1.05,43.64,2.819e+09,,,114.71,3.86,,
"Colombia",2009,79.43,3.46,2.32e+11,2.26e+11,102.31,42200000,95.14,30,96.1,99.6,7.26,5.08,-4530088274,41.16,77.59,1.63,10,83.8,2110000,4.78,30.53,36.29,1.9e+11,36.76,13.1,2.17e+11,52.14,3.17,39.86,54.3,9.6,3.6,62.25,77.03,39.51,1.05,43.11,2.841e+09,,,119.9,2.26,,
"Colombia",2010,78,2.24,2.86e+11,2.77e+11,101.58,44500000,99.24,36.5,96.8,99.8,7.38,5.15,-947330831.3,41.46,77.96,1.61,10,86.2,2640000,5.9,30.14,34.91,2.29e+11,35.44,14.7,2.25e+11,51.66,3.59,39.94,54.6,8.3,3,62.51,77.77,41.53,1.04,43.75,3.228e+09,475,10.6,119.82,2.94,36.13,36.92
"Colombia",2011,77.64,4.37,3.35e+11,3.21e+11,100.92,46200000,101.97,40.35,96.7,99.8,8.84,5.05,-6227223174,41.6,78.34,1.57,10,85.5,3350000,7.4,26.69,34.31,2.58e+11,34.8,8,2.39e+11,52.66,3.7,41.46,53.5,6.8,2.5,62.5,78.38,45.29,1.03,44.92,3.689e+09,680,15.01,118.85,0.9,40.17,40.54
"Colombia",2012,77.55,4.06,3.71e+11,3.57e+11,101.21,49100000,107.17,48.98,97,99.7,7.29,5.01,-15646181232,42.06,78.7,1.51,10,87.1,3940000,8.62,30.2,33.92,2.9e+11,34.54,7.6,2.49e+11,53.6,4.98,42.8,52.6,6.7,2.5,63,79.05,47.47,1.03,45.93,4.461e+09,1401,30.6,113.55,2.59,48.27,49.73
"Colombia",2013,75.84,4.24,3.82e+11,3.69e+11,101.81,50300000,108.77,51.7,97.8,99.8,7.06,4.62,-8558338413,42.03,79.06,1.45,10,90.1,4540000,9.83,31.57,36.93,3.02e+11,37.44,7.5,2.63e+11,52.09,5.53,42.32,52.6,6.1,2.3,61.5,78.46,50.75,1.03,47.53,4.592e+09,1923,41.59,103.59,1.95,51.15,52.27
"Colombia",2014,72.84,4.24,3.81e+11,3.7e+11,104.22,55300000,118.54,52.57,97.8,99.8,7.04,4.21,-12269760181,41.99,79.42,1.39,10,89.9,5030000,10.8,30.41,36.39,3.07e+11,36.89,7.5,2.77e+11,51.55,4.34,42.13,52.5,5.4,2,60.94,78.03,53.18,1.02,48.68,5.299e+09,2571,55.08,102.69,3,52.34,52.8
