"Access.to.electricity....of.population.","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications..computer..etc.....of.service.imports..BoP.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini.index","Individuals.using.the.Internet....of.population.","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people."
100,100,100,10.53,19.26,10.53,36.2198132780083,95.88,537,368.61,5.74672131147541,1.96690573770492,94.45,96.6,2360000,162.3
100,100,100,2.66,14.32,2.66,36.2198132780083,98.64,582,391.3,5.74672131147541,1.96690573770492,98.51,98.72,2090000,140.7
100,100,100,7.13,17.78,7.13,36.2198132780083,99.7,638,426.99,5.74672131147541,1.96690573770492,99.32,99.91,1920000,128.41
54.3,41.7,85.2,13.2,78.75,9.12,36.2198132780083,2.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,44600000,30.7
57.1,44.7,86.4,12.96,72.22,7.18,36.2198132780083,3.1,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,51400000,35.01
55.3,40,90.1,14.01,75.36,8.44,32.1,3.7,30,0.2,18.2,3.2,63.99525,67.5129845422117,67900000,45.77
59.6,45.7,90.2,11.27,69.73,6.05,36.2198132780083,4.5,73,0.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,84400000,56.17
65.5,53.8,90.6,12.84,59.19,7.03,36.2198132780083,5,111,0.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,97200000,63.9
61.5,48.6,88,11.93,54.91,6.62,36.2198132780083,6.63,146,0.95,5.74672131147541,1.96690573770492,5.1,8.18,1.17e+08,75.67
62.4,48.1,90.7,16.12,62.32,11.96,36.2198132780083,11.9,202,1.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.27e+08,81.34
74,63.8,93.6,13.28,62.9,9.43,36.2198132780083,12.9,314,1.99,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.31e+08,83.24
75.9,66.1,94,13.06,64.07,10.75,32.4,18.1,3731,23.35,13.5,2.4,63.99525,67.5129845422117,1.36e+08,85.1
88,81.6,99.5,13.89,57.2,11.56,36.2198132780083,21.5,10413,64.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.51e+08,93.29
86.9,81.3,96.6,16.84,62.31,13.72,36.2198132780083,25.6,18712,114.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.62e+08,98.83
92.2,88.9,97.8,19.26,63.58,17.33,36.2198132780083,30.4,16334,98.69,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.66e+08,100.03
100,100,100,57.86,15.9,56.66,36.2198132780083,61.4,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,288662,105.88
100,100,100,63.72,16.94,62.57,36.2198132780083,64.7,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,337061,123.11
100,100,100,62.98,15.34,61.88,36.2198132780083,65.1,53,192.93,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,350061,127.43
100,100,100,58.71,17.22,57.05,36.2198132780083,66.5,70,254.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,347917,126.29
100,100,100,62.47,17.67,61.14,36.2198132780083,71.2,83,300.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,349296,126.47
100,100,100,72.85,26.37,72.2,36.2198132780083,71.8,109,393.69,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,307708,111.14
100,100,100,71.23,29.13,70.52,36.2198132780083,71.9,136,490.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,305456,110.08
100,100,100,67.04,26.69,66.22,36.2198132780083,72,164,589.75,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,334792,120.39
100,100,100,66.76,19.86,65.88,36.2198132780083,72.2,184,660.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,332208,119.22
100,100,100,70.53,23.4,69.83,36.2198132780083,72.3,220,788,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,329565,118.04
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,72.4,249,890.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,329326,117.75
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,72.6,270,963.67,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,329326,117.54
93.2,85.9,95.8,23.35,26.36,22.99,27.8,23,82041.0339782916,3567.78490926012,0.2,0,63.99525,67.5129845422117,8130000,83.04
93.8,86.8,96.2,28.25,28.31,27.94,27.7,27.43,82041.0339782916,3567.78490926012,0.1,0,25.05,30.77,9690000,99.27
94.4,87.7,96.6,28.6,27.74,28.44,28.6,31.8,48,5.06,0,0,29.37,34.98,10300000,106.18
95,88.7,97.1,32.23,27.71,32.13,27.2,39.65,86,9.09,0,0,37.25,42.97,10700000,110.18
95.6,89.7,97.5,37.49,31.18,37.42,26.5,46.91,241,25.51,0,0,44.87,49.76,10700000,110.14
96.2,90.7,97.9,46.47,37.64,46.39,26.6,54.17,366,38.76,0,0,51.47,57.94,11100000,114.69
96.8,91.9,98.3,46.8,40.29,46.74,27.2,59.02,579,61.28,0,0,56.51,62.59,11400000,117.62
97.4,93.1,98.6,44.32,43.52,44.26,25.6,62.23,1021,107.92,0,0,60.19,65.11,11400000,118.02
98,94.7,99,45.34,45.37,45.29,25.3,71.11,4171,440.47,0,0,70.91,71.39,11400000,117.84
98.7,96.6,99.3,39.98,44.6,39.9,25.4,74.44,21465,2269.27,0,0,74.55,74.28,11400000,117.59
99.3,98.2,99.7,40.69,44.86,40.61,25.2,79.13,32440,3436.88,0,0,79.01,79.29,11600000,119.84
100,100,100,42.94,48.2,42.84,25.3,82.79,54170,5750.68,0,0,83.03,82.47,11600000,120.19
100,100,100,40.37,46.98,43.67,28.4,68.86,82041.0339782916,3567.78490926012,0.1,0.1,67.83,74.71,11300000,105.73
100,100,100,45.38,52.69,47.09,28.6,74.54,82041.0339782916,3567.78490926012,0.1,0.1,72.92,79.52,11800000,109.02
100,100,100,43.47,51.92,45.6,28.4,77.64,4378,401.81,0.1,0.1,75.32,83.21,12200000,111.73
100,100,100,45.04,53.05,46.77,28.1,81.61,6600,597.92,0.2,0.1,79.01,84.23,12500000,114.06
100,100,100,47.69,54.76,49.22,27.5,80.72,10633,957.33,0.2,0.1,78.66,82.79,12300000,111.62
100,100,100,49.13,57.48,50.55,27.7,82.17,14067,1260.55,0.1,0.1,80.17,84.19,12300000,110.92
100,100,100,51.54,59.15,52.55,28.1,85,18047,1610.04,0.1,0.1,84.13,85.88,12700000,113.94
100,100,100,56.54,62.82,57.79,27.7,85.05,22982,2038.46,0.1,0.1,84.28,85.83,12800000,113.56
100,100,100,55.14,63.53,56.12,27.6,86.52,34530,3047.28,0.1,0.1,85.44,87.6,12600000,110.9
100,100,100,54.64,62.26,55.53,27.4,87.68,94420,8300.54,0.1,0.1,86.84,88.52,11400000,99.76
100,100,100,54.4,62.16,55.33,27.2,88.65,159673,13973.24,0.1,0.1,87.26,90.04,11400000,99.99
100,100,100,56.22,62.4,57.19,27.2,90.28,225822,19655.53,0.1,0.1,89.21,91.35,11500000,99.99
86.1,77.5,96.4,19.98,13.96,15.65,36.2198132780083,26.3,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,160032,52.35
86.9,78.9,96.6,24.65,12.28,20.62,36.2198132780083,27.2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,161783,51.5
89.9,84.1,97,25.53,10.43,21.26,36.2198132780083,28.2,69,214.22,5.74672131147541,1.96690573770492,28.4,28.06,194201,60.29
91.7,87.9,96.3,24.04,11.53,19.96,36.2198132780083,30.7,93,282.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,222407,67.49
90.9,85.7,97.2,24.16,12.77,19.58,36.2198132780083,31,331,982.02,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,172423,51.16
91.1,85.9,97.4,29.47,10.52,25,36.2198132780083,33.6,351,1018.31,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,174615,50.66
91.5,86.4,97.6,27,12.42,22.89,36.2198132780083,38.7,295,837.27,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,172300,48.9
91.8,87.6,96.9,27.03,14.4,21.92,36.2198132780083,41.59,412,1144.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,211946,58.89
93.3,89.4,97.9,28.16,16.67,23.21,36.2198132780083,44.58,559,1521.86,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,222928,60.69
94.2,90.9,98,34.98,14.12,27.74,36.2198132780083,47.08,3007,8025.24,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,239441,63.9
91.7,86.5,97.9,32.12,12.36,26.38,36.2198132780083,49.8,4442,11626.26,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,246311,64.47
92.7,87.8,98.5,42.09,11.6,37.94,36.2198132780083,53.3,16465,42316.14,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,254919,65.52
29,10.3,54.7,21.94,22.02,20.37,36.2198132780083,1.85,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3630000,40.7
30,10.9,55.7,26.12,24.23,24.95,36.2198132780083,2.24,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5030000,54.87
34.2,10.6,65.4,23.65,25.76,21.86,36.2198132780083,3.13,1,0.11,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7070000,74.9
36.9,13.6,67,22,24.04,20.85,43.4,4.15,3,0.31,54.3,19.8,63.99525,67.5129845422117,7770000,79.84
38.4,14.6,68.6,22.65,20.59,21.29,36.2198132780083,4.5,9,0.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8410000,83.96
34.7,13.4,61,37.6,31.68,37.59,36.2198132780083,4.9,10,0.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9630000,93.39
34.1,16.2,55.8,31.01,30.82,30.88,36.2198132780083,6,11,1.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8660000,81.59
29.6,11.1,51.7,25.59,10.09,24.67,47.6,11.26,24,2.2,50.7,22.9,63.99525,67.5129845422117,9320000,85.23
37,15.2,62.5,18.68,11.98,17.81,36.2198132780083,14.5,27,2.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8890000,78.97
34.5,17.2,54.2,13.08,5.21,12.38,36.2198132780083,18.7,47,4.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8770000,75.65
39,16.3,64.3,25.51,2.1,24.87,37.9,19,84,7.03,20.1,4.8,63.99525,67.5129845422117,9460000,79.24
40,16.9,65.2,28.43,8.07,28.17,36.2198132780083,20.5,117,9.52,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10300000,84.21
100,100,100,25.16,45.91,23.63,36.2198132780083,82.3,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,79000,124.89
100,100,100,27.22,49.66,25.89,36.2198132780083,83.25,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,85000,134.17
100,100,100,29.89,44.98,28.58,36.2198132780083,84.21,232,3562.43,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,88200,139.01
100,100,100,31.2,43,29.78,36.2198132780083,88.34,357,5529.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,28.31,43.08,26.86,36.2198132780083,91.3,433,6682.31,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,91000,143.17
100,100,100,27.93,43.88,26.62,36.2198132780083,95.3,474,7292.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,94300,148.49
100,100,100,27.96,43.53,27.64,36.2198132780083,96.8,506,7768.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,59491,93.9
100,100,100,30.15,45.19,30.13,36.2198132780083,98.32,528,8093.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,38000,60.18
100,100,100,31.35,42.03,31.33,36.2198132780083,98,525,8132.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63891,101.3
100,100,100,31.33,40.02,31.31,36.2198132780083,98.37,503,7875,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64997,102.72
100,100,100,40.27,39.86,40.26,36.2198132780083,43.7411033057851,521,8151.07,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,38.71,39.07,38.71,36.2198132780083,43.7411033057851,492,7698.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,67000,105
67.6,52.3,98.2,19.2,4.55,17.04,36.2198132780083,6.55,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,253429,36.74
71.5,57.7,98.4,37.21,1.66,34.51,36.2198132780083,7.17,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,338938,48.58
73.3,59.4,99.3,30.37,0.97,27.81,36.2198132780083,13.6,1,1.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,394316,55.89
81.8,72.1,99.4,29.94,0.69,27.79,36.2198132780083,14.4,2,2.8,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,484189,67.88
91.5,86.9,99.6,31.79,1.25,28.58,38.8,15.6,8,11.09,1.7,0.3,63.99525,67.5129845422117,560890,77.78
87.4,80.3,99.5,43.82,0.49,41.82,36.2198132780083,22.4,7,9.6,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,544337,74.68
91.4,86.4,99.5,50.34,0.38,48.76,36.2198132780083,30.3,13,17.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,624536,84.81
95.4,92.6,99.7,44.91,0.34,43.16,36.2198132780083,39.8,14,18.84,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,675747,90.91
99.3,99,99.9,47.94,0.67,46.31,36.2198132780083,46.5,27,36.01,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,698373,93.15
97.7,96.8,99.1,39.27,0.27,37.31,37.4,54.3,88,116.38,0.9,0.2,63.99525,67.5129845422117,730623,96.63
100,99.9,100,37.56,0.69,35.56,36.2198132780083,63.5,134,175.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,703554,92.32
100,100,100,37.38,1.43,34.26,36.2198132780083,74.18,365,475.6,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,729239,95.02
84.7,57,99.2,19.88,45.36,18.15,50.8,12.5,82041.0339782916,3567.78490926012,8.3,3.8,63.99525,67.5129845422117,5040000,50.99
86.8,63.3,98.9,20.64,41.19,18.85,49.2,16.8,82041.0339782916,3567.78490926012,8.8,3.8,25.97,33.18,6460000,64.31
88,66.4,98.8,19.23,35.37,17.52,36.2198132780083,22.4,58,5.67,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7180000,70.23
88.3,66.6,99.1,25.28,27.92,24.1,46.1,30,83,7.98,5.3,2.2,63.99525,67.5129845422117,8350000,80.35
90.4,72.2,99.2,26.07,22.67,25.05,46.6,35.34,109,10.31,6.5,3,63.99525,67.5129845422117,9490000,89.82
89.5,68.5,99.5,34.21,21.67,33.36,47.6,36.99,150,13.96,5.2,2.3,34.22,39.95,10400000,97.04
90,70.3,99.3,37.94,18.53,36.98,47.8,34.6,198,18.14,4.3,1.9,32.18,37.11,10500000,95.73
91.5,74.3,99.5,40.82,17.62,39.9,46.7,37.49,290,26.15,4.6,2.1,34.47,40.59,10200000,91.64
91.8,74.9,99.5,41.31,16.45,40.41,45.2,39.7,418,37.11,5.6,2.5,63.99525,67.5129845422117,10100000,89.73
91.8,74.8,99.4,41.77,14.45,40.97,44.6,43.83,1226,107.21,4.9,2.1,63.99525,67.5129845422117,1.1e+07,95.87
92.8,77.6,99.5,41.26,11.66,40.48,42.6,44.29,1478,127.34,3.3,1.3,41.67,47.01,11400000,98.61
95.1,84.9,99.5,34.95,8.56,34.15,41.6,47.47,1987,168.71,1.9,0.6,44.43,50.66,11700000,99.25
99.3,99,99.7,13.15,44.06,11.68,36.2198132780083,34.66,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3180000,80.62
99.4,99,99.8,27.68,44.74,26.62,36.2198132780083,37.74,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3260000,84
99.5,99.1,99.9,27.98,48.47,26.93,36.2198132780083,42.75,44,11.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3110000,81.61
99.7,99.7,99.8,30.7,42.73,29.69,33,43.89,66,17.63,0.1,0,63.99525,67.5129845422117,3170000,84.72
99.7,99.5,100,27.94,41.53,26.89,36.2198132780083,45.06,122,33.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3360000,91.38
99.5,99.1,100,24.13,36.77,23.03,36.2198132780083,48.52,147,40.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3490000,96.43
99.9,99.9,100,26.35,37.02,25.35,36.2198132780083,49.92,215,60.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3490000,97.76
99.7,99.4,100,23.96,34.2,23.14,36.2198132780083,52.6,282,80.02,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3440000,97.71
100,100,100,21.47,33.32,20.65,36.2198132780083,60.26,638,183.28,5.74672131147541,1.96690573770492,57.31,63.59,3400000,97.79
100,100,100,16.18,31.79,15.39,36.2198132780083,64.89,5024,1460.45,5.74672131147541,1.96690573770492,62.49,67.58,3440000,100
100,100,100,15.49,30.48,14.71,36.2198132780083,70.12,6431,1891.4,5.74672131147541,1.96690573770492,68.34,72.4,3460000,101.79
100,100,100,17.59,29.56,16.89,36.2198132780083,69.95,8768,2608.97,5.74672131147541,1.96690573770492,67.45,72.82,3760000,111.75
44.5,21.6,60.1,41.71,17.37,40.69,36.2198132780083,6.25,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1490000,74.02
43.4,16.2,60.8,55.03,18.98,43.53,60.5,6.15,82041.0339782916,3567.78490926012,17.7,5.5,63.99525,67.5129845422117,1870000,91.46
52,25.2,68.2,56.17,20.69,49.27,36.2198132780083,6,9,4.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2360000,112.99
53.2,25.2,69.1,51.85,32.02,45.42,36.2198132780083,9,12,5.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2900000,135.91
56,25.3,72.6,36.44,18.66,29.5,36.2198132780083,16,20,9.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3080000,141.66
58,25.9,74.8,42.62,26.53,36.04,36.2198132780083,30,22,9.92,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3250000,146.43
60,26.8,76.8,51.73,34.07,48.23,36.2198132780083,36.74,40,17.7,5.74672131147541,1.96690573770492,33.75,40.51,3410000,150.88
62.1,26.5,79.6,48.91,30.4,45.24,53.3,37.31,75,32.54,15.4,4.1,63.99525,67.5129845422117,3480000,150.76
64.2,28.8,80.9,49.79,32.31,46.17,36.2198132780083,39.36,110,46.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3290000,139.81
67.4,31,84,56.49,28.02,54.21,36.2198132780083,41.41,151,62.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3240000,134.92
68.3,29.1,85.5,51.27,20.37,47.28,36.2198132780083,58,301,122.79,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3380000,137.93
70.1,27.9,88,51.66,14.02,49.47,36.2198132780083,64.83,486,194.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3750000,149.89
98.5,91.9,99.8,43.55,53.09,40.24,54,33.83,82041.0339782916,3567.78490926012,6.5,2.5,63.99525,67.5129845422117,1.51e+08,78.19
98.9,93.6,99.9,49.02,56.14,45.72,53.7,39.22,82041.0339782916,3567.78490926012,6.1,2.4,37.95,40.59,1.69e+08,87.08
98.6,92.1,99.8,49.44,61.02,47.09,36.2198132780083,40.65,5529,28.16,5.74672131147541,1.96690573770492,40.25,41.09,1.97e+08,100.29
99.3,96.2,99.9,48.13,61.08,46.02,52.9,45.69,8709,43.94,5.3,2.2,63.99525,67.5129845422117,2.34e+08,118.25
99.5,97.2,99.9,50.69,62.91,48.83,53.4,48.56,14059,70.3,4.5,1.7,63.99525,67.5129845422117,2.48e+08,124.18
99.6,97.5,99.9,49.65,61.51,47.77,52.7,51.04,17456,86.54,3.7,1.3,52.82,49.14,2.71e+08,134.39
99.7,97.9,99.9,52.44,65.51,51.35,52,54.55,22778,111.95,3.3,1.1,54.18,54.95,2.81e+08,137.98
99.7,98.2,100,58.56,64.88,57.58,51.9,58.33,32503,158.41,3.9,1.3,57.56,59.16,2.58e+08,125.65
99.7,98.5,99.9,60.53,64.18,59.19,53.4,60.87,84536,408.66,4.7,1.7,61.12,60.6,2.44e+08,117.99
99.8,99.2,99.9,54.1,63.81,52.82,53.3,67.47,328718,1576.55,5.3,2,67.34,67.62,2.21e+08,106.12
99.7,98.4,99.9,53.13,64.79,51.65,53.9,70.43,426560,2029.63,5.3,2,70.02,70.89,2.09e+08,99.64
99.8,98.5,100,53.21,62.11,51.86,53.5,73.91,578468,2731.42,5.4,2.1,73.47,74.39,2.02e+08,95.39
98.1,97.7,98.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,23000,88.07
98.3,97.9,98.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,36,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47031,173.91
98.3,97.5,99.3,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,37,17,616.93,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47524,172.46
98.7,98,99.5,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,37.4,22,786.78,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,46597,166.64
98.9,98.2,99.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,37.6,76,2674.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,48703,171.36
99.1,98.4,99.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,260,9072.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,53406,186.36
99.2,98.7,99.9,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,442,15256.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54764,189.03
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,1111,37832.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,57195,194.77
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,77.7,634,21318.81,5.74672131147541,1.96690573770492,78.6,76.8,39689,133.46
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,77.7,10516,349833.67,5.74672131147541,1.96690573770492,78.6,76.8,44043,146.52
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,9856,324905.23,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39954,131.71
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,4118,134531.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39534,129.15
