"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Access_Electricity_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Quartile","Log_Poverty_Rate_Squared","Mobile_Cellular_Subscriptions_Squared","Internet_Usage_Adjusted","Mobile_Cellular_Subscriptions_Centered","Mobile_Cellular_Subscriptions_Centered_Squared"
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,25,516.27,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.77828823911397,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,2987.42917475108,162.231415708946,1593.62742765097,3607.78911665027,3560.50272223807,2,3.64449731293653,9663.40608189063,43.7411033057851,-1.98951966012828e-13,3.95818847803695e-26
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,19,401.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.77828823911397,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,2987.42917475108,162.231415708946,1593.62742765097,3607.78911665027,3560.50272223807,2,3.64449731293653,9663.40608189063,43.7411033057851,-1.98951966012828e-13,3.95818847803695e-26
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,70.04,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64202,84.42,4.24906650741765,4.61512051684126,3.6168412344903,1.90905665524534,4.44758026541332,1.08751957056636,3.62255743873369,0.927962836379593,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.333223945570225,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2551.77982714286,7004,3057.67663692946,2,3.64449731293653,7126.7364,70.04,-13.8826250000002,192.727276890631
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,78.53,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64549,87.4,4.36348071738678,4.61512051684126,3.6168412344903,1.90905665524534,4.4818719696436,1.08751957056636,3.62255743873369,1.22753450938426,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.261695156324729,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2861.09751321429,7853,3165.61168049793,2,3.64449731293653,7638.76,78.53,-10.9026250000002,118.867231890629
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,81,58,810.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65495,91.58,4.39444915467244,4.61512051684126,3.6168412344903,1.90905665524534,4.52807313560312,1.08751957056636,3.62255743873369,1.31468904793803,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.161362827785744,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2951.08746428572,8100,3317.0105,2,3.64449731293653,8386.8964,81,-6.72262500000021,45.1936868906278
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,81,79,1119.5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65044,92.17,4.39444915467244,4.61512051684126,3.6168412344903,1.90905665524534,4.53442578146233,1.08751957056636,3.62255743873369,1.31468904793803,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.147201087633112,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2951.08746428572,8100,3338.38018983403,2,3.64449731293653,8495.3089,81,-6.1326250000002,37.6090893906275
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,82.7,92,1295.54,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63865,89.94,4.41521960202965,4.61512051684126,3.6168412344903,1.90905665524534,4.51019994839686,1.08751957056636,3.62255743873369,1.37467395301552,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.200727664820178,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3013.02386785714,8270,3257.61000622407,2,3.64449731293653,8089.2036,82.7,-8.36262500000021,69.9334968906285
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,84.4,79,1106.95,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63931,89.58,4.43556740160191,4.61512051684126,3.6168412344903,1.90905665524534,4.50623343812807,1.08751957056636,3.62255743873369,1.43465885809302,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.209368726608225,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3074.96027142857,8440,3244.57087344398,2,3.64449731293653,8024.5764,84.4,-8.72262500000021,76.0841868906286
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,86.1,87,1214.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,66241,92.49,4.45550941143368,4.61512051684126,3.6168412344903,1.90905665524534,4.53785447870322,1.08751957056636,3.62255743873369,1.49464376317051,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.139520143821516,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3136.896675,8610,3349.97053008299,2,3.64449731293653,8554.4001,86.1,-5.81262500000021,33.7866093906274
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,87.9,158,2202.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,71336,99.43,4.47619980469113,4.61512051684126,3.6168412344903,1.90905665524534,4.60946096740525,1.08751957056636,3.62255743873369,1.5581571920761,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.0270603250924923,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3202.47639642857,8790,3601.33603423237,2,3.64449731293653,9886.3249,87.9,1.1273749999998,1.27097439062455
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,89.7,219,3019.02,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,76132,104.95,4.49647076906475,4.61512051684126,3.6168412344903,1.90905665524534,4.66296728471431,1.08751957056636,3.62255743873369,1.62167062098168,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.159556605842539,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3268.05611785715,8970,3801.26940352697,2,3.64449731293653,11014.5025,89.7,6.6473749999998,44.1875943906223
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,91.57,263,3561.9,5.74672131147541,1.96690573770492,90.27,92.85,80337,108.8,4.51710370711964,4.61512051684126,3.6168412344903,1.90905665524534,4.69866052907543,1.08751957056636,3.62255743873369,1.68765401656692,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.251967961075814,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3336.18616178572,9157,3940.7156846473,2,3.64449731293653,11837.44,91.57,10.4973749999998,110.194881890621
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,400,5332.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,82614,110.13,3.77828823911397,4.61512051684126,3.6168412344903,1.90905665524534,4.71070068719755,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.283891883792763,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3988.88803630705,2,3.64449731293653,12128.6169,43.7411033057851,11.8273749999998,139.88679939062
100,100,100,47.95,9.03,47.82,36.2198132780083,90.72,1557,20394.8,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,87909,115.15,4.50777783997944,4.61512051684126,3.6168412344903,1.90905665524534,4.75488245921642,1.08751957056636,3.89079936897652,1.65766156402818,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.40438668983719,-1.39105197240841e-14,0.761820474779536,3621.98132780083,196.690573770492,4350.024,9072,4170.71149896266,2,3.64449731293653,13259.5225,90.72,16.8473749999998,283.834044390618
38.5,6.6,61.3,72.85,9.12,70.61,42.7,1.9,82041.0339782916,3567.78490926012,14.6,4,63.99525,67.5129845422117,6770000,31.23,0.641853886172395,3.67630067190708,3.77734810210154,2.74727091425549,3.47289769582735,1.6094379124341,4.30203600897739,-1.47637330007952,-1.60095470910053,1.40704100027448,1.16784741311435,-1.6099408247541,0.670358382938558,2.4089181518305,1643.95,154,138.415,73.15,1333.521,4,7.5474974763142,975.3129,1.9,-67.0726250000002,4498.73702439065
34.6,77.8707367149758,82.5,81.82,8.11,80.8,36.2198132780083,4.7,45,1.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,12100000,49.77,1.54756250871601,3.57234563785798,3.6168412344903,1.90905665524534,3.9273056289593,1.08751957056636,4.41666957811742,-1.37757463289305,-1.74292035233859,1.558227305166e-13,-1.75741141726725e-14,-1.1649261426697,-1.39105197240841e-14,3.00227020657537,1253.20553941909,68.0549385245902,384.554,162.62,1802.66010684647,2,3.64449731293653,2477.0529,4.7,-48.5326250000002,2355.41568939064
37.3,77.8707367149758,70.3,77.88,6.69,76.87,36.2198132780083,7.7,80,3.18,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,12800000,50.76,2.04122032885964,3.6454498961866,3.6168412344903,1.90905665524534,3.94661765019264,1.08751957056636,4.36792771029438,-1.27171891805042,-1.64463644548147,1.558227305166e-13,-1.75741141726725e-14,-1.14116322275257,-1.39105197240841e-14,2.74164511229501,1350.99903526971,73.3655840163935,599.676,287.21,1838.5177219917,2,3.64449731293653,2576.5776,7.7,-47.5426250000002,2260.30119189064
38.4,77.8707367149758,68.6,74.58,4.36,72.71,36.2198132780083,13,119,4.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13300000,50.81,2.56494935746154,3.67376581630389,3.6168412344903,1.90905665524534,3.9475831808267,1.08751957056636,4.32519169792134,-1.08470715516176,-1.60459485379894,1.558227305166e-13,-1.75741141726725e-14,-1.13996307528201,-1.39105197240841e-14,2.52335505870995,1390.84082987552,75.5291803278689,969.54,499.2,1840.3287126556,2,3.64449731293653,2581.6561,13,-47.4926250000002,2255.54942939064
32,77.8707367149758,51,75.42,3.99,74.72,36.2198132780083,21.36,160,5.9,5.74672131147541,1.96690573770492,20.2,22.39,14100000,51.8,3.06152001409199,3.49650756146648,3.6168412344903,1.90905665524534,3.96651119071222,1.08751957056636,4.33624444201875,-0.789722563133607,-1.8375641144973,1.558227305166e-13,-1.75741141726725e-14,-1.11620015536488,-1.39105197240841e-14,2.57891979962251,1159.03402489627,62.9409836065574,1610.9712,683.52,1876.18632780083,2,3.64449731293653,2683.24,21.36,-46.5026250000002,2162.49413189064
42,3.8,64,72.37,5.43,71.21,36.2198132780083,22,227,8.07,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13900000,49.36,3.09104245335832,3.76120011569356,3.6168412344903,1.90905665524534,3.91919720917615,1.08751957056636,4.2955151327259,-0.767140010633844,-1.47354964465611,1.558227305166e-13,-1.75741141726725e-14,-1.17476735192831,-1.39105197240841e-14,2.37716687130904,1521.23215767635,82.6100409836066,1592.14,924,1787.80998340249,2,3.64449731293653,2436.4096,22,-48.9426250000002,2395.38054189064
41.8,77.8707367149758,67.9,65.6,7.8,64.2,36.2198132780083,23.2,240,8.23,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.3e+07,44.59,3.14415227867226,3.75653810258775,3.6168412344903,1.90905665524534,3.81968839422535,1.08751957056636,4.19870457754634,-0.724797724696789,-1.48082993405293,1.558227305166e-13,-1.75741141726725e-14,-1.28926142061993,-1.39105197240841e-14,1.92934151895422,1513.98819502075,82.2166598360656,1521.92,969.76,1615.04147406639,2,3.64449731293653,1988.2681,23.2,-53.7126250000002,2885.04608439065
42.9,77.8707367149758,69.4,64.83,8.23,62.41,36.2198132780083,26,322,10.66,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13300000,44.11,3.25809653802148,3.78191432008113,3.6168412344903,1.90905665524534,3.8091039514203,1.08751957056636,4.18707566147979,-0.625999057510328,-1.4407883423704,1.558227305166e-13,-1.75741141726725e-14,-1.30078283633732,-1.39105197240841e-14,1.8784071731177,1553.82998962656,84.3802561475411,1685.58,1115.4,1597.65596369295,2,3.64449731293653,1945.6921,26,-54.1926250000002,2936.84060439065
45.6,77.8707367149758,72.2,49.96,8.51,48.94,36.2198132780083,32.13,469,14.5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14800000,45.84,3.46979017312777,3.8416005411316,3.6168412344903,1.90905665524534,3.84673753872952,1.08751957056636,3.93104101126391,-0.409700546848538,-1.34250443551328,1.558227305166e-13,-1.75741141726725e-14,-1.25925773385588,-1.39105197240841e-14,0.894778961963168,1651.62348547718,89.6909016393443,1605.2148,1465.128,1660.3162406639,2,3.64449731293653,2101.3056,32.13,-52.4626250000002,2752.32702189065
100,100,100,53.49,5,52.32,36.2198132780083,38,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,136592,164.07,3.63758615972639,4.61512051684126,3.6168412344903,1.90905665524534,5.10636962635945,1.08751957056636,3.99801719859501,-0.202576198139777,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,1.57861097503506,-1.39105197240841e-14,1.1282831707981,3621.98132780083,196.690573770492,2032.62,3800,5942.58476452282,2,3.64449731293653,26918.9649,38,65.7673749999998,4325.3476143906
98.5,98,99.9,59.62,5.19,58.7,36.2198132780083,42,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,134925,159.61,3.73766961828337,4.60015764416455,3.6168412344903,1.90905665524534,5.07897906607481,1.08751957056636,4.10462487162966,-0.0614352450162601,0.583132109946641,1.558227305166e-13,-1.75741141726725e-14,1.47155782066093,-1.39105197240841e-14,1.53377348245764,3567.65160788382,193.740215163935,2504.04,4137,5781.04439730291,2,3.64449731293653,25475.3521,42,61.3073749999998,3758.5942293906
98.7,98.2,100,56.93,5.02,55.78,36.2198132780083,47,60,700.16,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,167970,196.01,3.85014760171006,4.60216567696779,3.6168412344903,1.90905665524534,5.28325448887099,1.08751957056636,4.05923538510853,0.114990946388136,0.590412399343465,1.558227305166e-13,-1.75741141726725e-14,2.34526517923008,-1.39105197240841e-14,1.35583401453527,3574.89557053942,194.133596311476,2675.71,4638.9,7099.44560062241,2,3.64449731293653,38419.9201,47,97.7073749999998,9546.73112939058
94.6,92.7,100,58.54,4.91,57.73,36.2198132780083,52,73,841.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,176008,202.94,3.95124371858143,4.56017282005736,3.6168412344903,1.90905665524534,5.31782583293608,1.08751957056636,4.08664835558763,0.291417137792532,0.441166466708575,1.558227305166e-13,-1.75741141726725e-14,2.51160561864998,-1.39105197240841e-14,1.46233310128434,3426.39433609959,186.069282786885,3044.08,4919.2,7350.448906639,2,3.64449731293653,41184.6436,52,104.637375,10948.9802468906
100,100,100,55.95,5.1,55.18,36.2198132780083,58,47,536.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,127381,145.29,4.06044301054642,4.61512051684126,3.6168412344903,1.90905665524534,4.98559095298999,1.08751957056636,4.04217368989319,0.503128567477807,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,1.12783558509197,-1.39105197240841e-14,1.29100848347061,3621.98132780083,196.690573770492,3245.1,5800,5262.37667116183,2,3.64449731293653,21109.1841,58,46.9873749999998,2207.8134093906
100,100,100,55.35,4.9,54.26,36.2198132780083,63.4,65,734.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,114358,129.22,4.14946386144318,4.61512051684126,3.6168412344903,1.90905665524534,4.86922532780872,1.08751957056636,4.03158224048579,0.693668854194555,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.74210818805334,-1.39105197240841e-14,1.25131938281878,3621.98132780083,196.690573770492,3509.19,6340,4680.32427178423,2,3.64449731293653,16697.8084,63.4,30.9173749999998,955.884076890612
100,100,100,50.06,5.75,50.01,36.2198132780083,67.78,72,806.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,120041,134.52,4.21626716617891,4.61512051684126,3.6168412344903,1.90905665524534,4.90911923090374,1.08751957056636,3.93300141181334,0.848218197864806,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.869323819932914,-1.39105197240841e-14,0.901393812071807,3621.98132780083,196.690573770492,3393.0668,6778,4872.28928215768,2,3.64449731293653,18095.6304,67.78,36.2173749999998,1311.69825189061
100,100,100,54.1,7.16,54.07,36.2198132780083,70,65,722.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,176000,195.69,4.24849524204936,4.61512051684126,3.6168412344903,1.90905665524534,5.2816288852618,1.08751957056636,4.00914971615887,0.926551426848358,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,2.33758423541848,-1.39105197240841e-14,1.1686337564608,3621.98132780083,196.690573770492,3787,7000,7087.85526037344,2,3.64449731293653,38294.5761,70,97.3873749999998,9484.30080939058
100,100,100,57.04,6.44,57.04,36.2198132780083,73,76,839.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,180000,198.75,4.29045944114839,4.61512051684126,3.6168412344903,1.90905665524534,5.29706658464638,1.08751957056636,4.06113242801599,1.032407141691,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,2.41103326061688,-1.39105197240841e-14,1.36311034965477,3621.98132780083,196.690573770492,4163.92,7300,7198.68788900415,2,3.64449731293653,39501.5625,73,100.447375,10089.6751443906
100,100,100,53.92,5.89,53.92,36.2198132780083,76.2,85,932.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,184000,201.93,4.3333614626926,4.61512051684126,3.6168412344903,1.90905665524534,5.31286109198888,1.08751957056636,4.00587758089977,1.14531990418981,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,2.48736263974462,-1.39105197240841e-14,1.15672702626525,3621.98132780083,196.690573770492,4108.704,7620,7313.86689522822,2,3.64449731293653,40775.7249,76.2,103.627375,10738.6328493906
100,100,100,52.6,5.37,52.6,36.2198132780083,79.6,81,884.03,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,4.37701409285034,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.98154906807676,1.2652897143448,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,1.06941100483122,3621.98132780083,196.690573770492,4186.96,7960,3560.50272223807,2,3.64449731293653,9663.40608189063,79.6,-1.98951966012828e-13,3.95818847803695e-26
100,100,100,53.25,4.94,53.25,36.2198132780083,83.2,87,944.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,184000,199.75,4.42124734782716,4.61512051684126,3.6168412344903,1.90905665524534,5.30206035282687,1.08751957056636,3.99360299242057,1.39231657215596,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,2.43503621002812,-1.39105197240841e-14,1.11240753053737,3621.98132780083,196.690573770492,4430.4,8320,7234.90770228216,2,3.64449731293653,39900.0625,83.2,101.447375,10291.5698943906
